id	location	interpretation
fr_11295	fait un carton	"""faire un carton"" (tirer à la cible)/ ""faire un carton"" (réussir)"
fr_11296	frets	fret / frais
fr_11316	baleine	baleine / haleine
fr_11325	démens	démens (démentir) / démens (fou)
fr_11337	Jérémy Lambiance	Jérémy Lambiance / j'ai remis l'ambiance
fr_11343	croquent la vie à pleine dent	"croquer la vie à pleine dent / ""croquer la vie à pleine dent"" (profiter de la vie)"
fr_11348	pompeux	pompeux (prétentieux) / pompe {pétrole}
fr_11362	marcher	marcher (fonctionner) / marcher (courir)
fr_11364	abstinence	abstinence / absence
fr_11370	fait son trou | sortir de l'ornière	"faire son trou / ""faire son trou"" (réussir sa carrière) | ornière / ""ornière"" (routine) ~ <fossoyeur; trou; ornière>"
fr_11385	mis en scène	"mis en scène / ""mis en scène"" (truqué)"
fr_11390	Ribaud	ribaud / Rimbaud (Arthur Rimbaud)
fr_11396	fraise	fraise (fruit) / fraise {dentiste}
fr_11410	cantonais	cantonais / chantonnais
fr_11425	jugement	jugement (sanction d'un juge) / jugement (capacité à juger d'une situation)
fr_11433	des gros pour boire	des gros pour boire / des gros pourboires
fr_11452	fortifié	fortifié (ragaillardi) / fortifié (blindé)
fr_11454	âge mûr	âge mûr/mûr 
fr_11455	brasser de l'air	brasser de l'air (beaucoup parler pour rien)/brasse (nage)
fr_11456	cymbales | caisse claire	cymbales / cent balles | caisse (caisse claire) / caisse (caisse enregistreuse)
fr_11468	secant	"camp (campement) / ""ficher le camp"" (partir) "
fr_11470	fugué	fugue (évasion) / fugue {musique}
fr_11485	pollicitation	pollicitation / polie citation
fr_11501	vise haut	viser (diriger son tir) / viser (avoir un objectif)
fr_11520	corde	corde {guitare} / corde {arc}
fr_11529	bovine | divine	bovine / divine
fr_11533	carrière	carrière (mine) /  carrière (travail)
fr_11534	immonde	immonde / monde
fr_11556	comme il l'entend	"entendre (écouter) / ""faire comme on l'entend"" (faire comme on veut)"
fr_11557	sauter	sauter (bondir) / sauter (exploser)
fr_11570	plomber	plomber (rendre triste) / plomber (soigner une dent)
fr_11574	dard-dard	un peu plié / un peuplier
fr_11578	lapin	"""poser un lapin"" / lapin ~ <lièvre; lapin>"
fr_11596	humeur usée	humeur usée / humérus
fr_11610	au ton pour moi	au ton pour moi / autant pour moi
fr_11616	Otto	otto / auto
fr_11617	branche	branche (succursale) / branche {arbre}
fr_11634	ombrageux	ombrageux / ombragé
fr_11643	Derek	fondre (se liquéfier) / fondre (maigrir)
fr_11645	connexions	connexions (lien social) / connexion (connexion filaire)
fr_11653	rayon	"rayon {soleil} / ""en connaître un rayon"" (en savoir beaucoup) "
fr_11659	caïl	caille + aïl
fr_11665	poeblèmes	Poe + problème
fr_11667	monumentale	<statue;monument>
fr_11674	naintelligent	nain + intelligent
fr_11690	profond	profond (enfoncé) / profond (important)
fr_11697	gaiement	gai / gay
fr_11699	négatif	négatif (refus) / négatif {photographie}
fr_11711	silence de mort	"""silence de mort"" (silence total)/silence de mort (sens littéral)"
fr_11716	alarmant	alarme (signal) / alarme (angoisse)
fr_11720	bandes	bande (groupe) / bande (bandage)
fr_11725	avocat	avocat (défenseur) / avocat (fruit)
fr_11726	plaça	plaça / plaza (Stéphane Plaza)
fr_11736	avant-goût	goût (idée) / goût (saveur)
fr_11738	gras	50 nuances de gras (manga) / 50 nuances de grey
fr_11739	pigeon	pigeon (oiseau) / pigeon (personne incrédule)
fr_11748	sanguine	sanguine (de couleur rouge) / sanguine (relatif au sang)
fr_11758	Pas Le Kiff	Pas Le Kiff/PLK
fr_11777	sommeil	sommeil/soleil
fr_11780	ils sortent juste de leurs gonds	"sortir de ses gonds / ""sortir de ses gonds"" (s'énerver)"
fr_11793	intérêt	intérêt (curiosité) / intérêt {finances}
fr_11810	fê-THÉ	fêter + thé
fr_11815	César	César (prénom) /  César (récompense)
fr_11820	passer le temps	"passer (digérer) le temps / ""passer le temps"" (patienter)"
fr_11842	étriper	étriper / tripes à la mode de Caen
fr_11849	taillés au scalpel	<magicien; disparaître; illusion>
fr_11862	incroyable	incroyable (extraordinaire) / incroyable (qu'on ne peut pas croire)
fr_11890	frais	frais (à basse température)/frais (cool)
fr_11891	profond	profonde (détaillée) / profonde (dimension)
fr_11899	branches	branche (succursale) / branche {arbre}
fr_11925	alarmé	alarme (signal) / alarme (angoisse)
fr_11939	miaoutagne	miaou + montagne
fr_11947	pâte très bons	pâte très bons / pas très bons
fr_11957	consoler	consoler/console
fr_11972	fausse route	"""faire fausse route"" (prendre la mauvaise direction) / ""faire fausse route"" (se tromper)"
fr_11973	bases	base {militaire} / base {baseball}
fr_11977	espace	espace (volume) / espace (univers)
fr_12005	lâché la grappe	"""lâcher la grappe"" (laisser quelqu'un tranquille)/lâher la grappe (laisser tomber une grappe de raisin)"
fr_12009	dithyrambiques	dytique/dithyrambique (élogieux)
fr_12022	timbré	timbré (affranchi) / timbré (fou)
fr_12045	ralentir  vite	ralentir & vite
fr_12046	sortir de sa coquille	"sortir de sa coquille / ""sortir de sa coquille"" (s'exprimer)"
fr_12049	glaçant | pot	glaçant / glâce | pot / port ~ <sorbet; glace; pot>
fr_12055	Mous	Mous (prénom) / Mousse (mousse à raser)
fr_12061	taillée	"""oiseau de mauvais augure"" / oiseau"
fr_12062	Hongrie	Hongrie / en gris
fr_12075	avancer	avancer (marcher) / avancer (progresser)
fr_12079	déraillent	dérailler (quitter ses rails) / dérailler (divaguer)
fr_12081	cours | courts	cours / courts
fr_12087	m'envoute | semelle | casse les pieds	"m'envoute / voûte (plante du pieds) | semelle / se mêle | casser les pieds / ""casser les pieds"" (embêter) ~ <talon; voûte; semelle; pieds>"
fr_12098	espace	espace (volume) / espace (univers)
fr_12120	squelette	squelette {anatomie} / squelette (esquisse)
fr_12122	à l'eau de rose	"""à l'eau de rose"" (qui manque de vigeur)/rose (fleur)"
fr_12123	faire une bonne pointe	"faire une pointe / ""faire une pointe"" (faire un détour)"
fr_12125	appel	"""faire appel"" {droit}/appeler"
fr_12132	pi-zza	pi+pizza
fr_12136	facultés	faculté (université) / faculté (capacité)
fr_12146	KOA couper le souffle	lionne / ligne
fr_12158	foi | toits	foi / toits
fr_12160	trou	"trou (orifice) / trou (tombe) ~ ""être au fond du trou"" (déprimé)"
fr_12163	acidité	acide (acidulé) / acide (méchant)
fr_12164	drainant	drainer (assécher) / drainer (épuiser)
fr_12165	Monet	Monet / monnaie
fr_12171	le temps ne suspend pas son vol	"le temps ne suspend pas son vol / ""ô temps suspend ton vol"" (vers d'Alphonse de Lamartine) ~ <avion; vol>"
fr_12174	mineurs	mineur (jeune) / mineur (travailleur)
fr_12175	dénouées	dénouées / dénuées
fr_12176	réagir	réagir (réaction à un stimuli) / réagir (réaction chimique)
fr_12184	tirera plus sur cette corde	"""tirer sur la corde"" (profiter sans mesure d'une situation)/tirer sur la corde (sens littéral)"
fr_12187	manuelle | manuel	manuelle (voiture à embrayage) / manuel (guide d'utilisation)
fr_12188	racketter	racket (extorsion) / raquette (tennis)
fr_12197	faisait du remplissage	énergique (vigueur) / énergétique (électricité)
fr_12199	impression	impression (opinion) / impression {imprimerie}
fr_12203	ne se tirent pas la bourre	"""se tirer la bourre"" (être en concurrence) / bourre (amas de poils)"
fr_12206	ruinée	ruinée (gâchée)/ruine (restes d'un monument)
fr_12221	candide	candide (naïf) / Candide (personnage de Voltaire)
fr_12230	J'en ai mare	"""en avoir marre"" + mare"
fr_12240	défonce	"défoncer (casser) / ""elle défonce"" (elle est bien)"
fr_12254	cerf	cerf / serre
fr_12288	projeter	projeter (voir le futur)/projeter (sur un écran)
fr_12292	siriusement	siriusement /  sérieusement
fr_12295	flair-udition	flair-udition / érudition
fr_12317	or	"or de lui / ""hors de lui"""
fr_12319	naviguez | équipage	<naviguez; équipage>
fr_12322	foi	foi (croyance) / foie (anatomie)
fr_12323	généraux	général (grade) / général (global)
fr_12339	croupe	croupe (cheval)/croupe (familier pour postérieur féminin)
fr_12371	crocodalles	crocodiles + dalles
fr_12397	moins le carries	moins le carries / moins le quart
fr_12409	déconfiture	déconfiture / des confitures
fr_12417	alliage	alliage / mariage
fr_12449	trou | brèche	trou (orifice)/trou (manque) | brèche (fissure)/brèche (ouverture) ~ <trou; brèche> 
fr_12452	fourmilliale	familliale + fourmi
fr_12458	faire le point	"faire le point {optique} / ""faire le point"" (préciser)"
fr_12476	mettre au point	"mettre au point {optique} / ""mettre au point"" (concevoir)"
fr_12488	niveaux	niveau (étage) / niveau (point de vue)
fr_12495	ancré	ancré (attaché) / ancré {navire}
fr_12501	débinait	se débiner (renoncer) / binette
fr_12503	crevé | recharger ses batterie	"crevé (dégonflé) / crevé (fatigué) | recharger ses batterie / ""recharger ses batterie"" (se reposer)"
fr_12508	long | fin de ma vie	long & jusqu'à la fin de la vie
fr_12510	chaud	chaud (brûlant) / chaud (vif)
fr_12514	blague	blague (plaisanterie) / blague (absurdité)
fr_12522	candide	candide (naïf) / Candide (personnage de Voltaire)
fr_12525	psaumes	psaume/paume
fr_12537	saillie	saillie (corniche) / saillie (commentaire)
fr_12546	génisse	génisse / bénisse
fr_12557	débit	débit {argent} / débit {données}
fr_12565	spatiaux	spatiaux / spéciaux
fr_12570	précipitée	précipitée / précipice
fr_12572	lancer	lancer {balle} / lancer (promouvoir)
fr_12574	ampleur	ampleur / ampère
fr_12583	déraillés	dérailler {train} / dérailler (déraisonner)
fr_12591	Freud	Freud (Sigmund Freud) / fraude
fr_12592	sous la main	"sous la main / ""sous la main"" (disponible)"
fr_12594	apestossant	apétissant + pesto
fr_12602	tranchant	tranchant / tranché (fossée)
fr_12621	léché	léché (fait avec soin) / lécher (passer la langue)
fr_12622	expirent	expirer (mourir) / expirer (échoir)
fr_12623	dî | Di	dî(ner) / Di
fr_12625	au fond	"au fond /  ""au fond"" (finalement)"
fr_12627	aventure	aventure (action) / aventure (liaison)
fr_12647	épingler	épingler (accrocher) / épingler (incriminer)
fr_12653	flash	flash (éclair) / flash (inspiration)
fr_12655	n'a pas la frite	"ne pas avoir la frite / ""ne pas avoir la frite"" (ne pas avoir la forme)"
fr_12656	mécaniquement	mécanique / mécaniquement (sans réfléchir)
fr_12678	couvert	couvert (nuageux) / couvert (habillé)
fr_12683	arme blanche	arme blanche (de couleur blanche) / arme blanche (lame)
fr_12698	gazons	gazons (gazer) / gazon (pelouse)
fr_12706	grecs	5 Kant / cinquante
fr_12708	Jean Sable	Jean Sable /  J'ensable
fr_12711	nouvelle	nouvelle (innovante)/nouvelle {genre littéraire}
fr_12725	revenu	revenir (se rappeler)/revenir (sens littéral)
fr_12739	bois mort	bois mort / poids mort
fr_12750	tombé bien bas	"""tomber bien bas"" (sombrer, perdre l'estime des autres)/tomber bien bas (sens littéral)"
fr_12757	retouchent	"retoucher / toucher ~ ""toucher du bois"""
fr_12758	en mangue	en mangue / en manque
fr_12776	tiph'	Tiph' (Tiphaine) / tiff (cheveux)
fr_12796	décollé	décoller (s'envoler) / décoller (avoir du succès)
fr_12809	siphonné	siphonné (fou) / siphon {plomberie}
fr_12811	éclore	éclore (fleur) / éclore (étape de changement)
fr_12849	métal	métal (matériau) / métal {musique}
fr_12852	différentielle	différentielle (vitesse) /  différentielle {mathématiques}
fr_12854	brûlante	brûlant (pressant) / brûlant (chaud)
fr_12862	opposaient	opposer (être contre)/opposé (loin l'un de l'autre)
fr_12877	ferrer	ferrer (attraper) / fer
fr_12880	muthym	mutin + thym
fr_12883	sans coeur	"sans cœur / ""sans cœur"" (dur)"
fr_12895	trépieassent	trépier + trépassent
fr_12904	adresse	adresse {informatique} / adresse (adresse postale)
fr_12909	Manuel	Manuel (prénom) / manuel (livre)
fr_12917	bouillona	bouilloner (s'agiter) / bouilloner (bouillir)
fr_12918	revenu	revenir (retourner) / revenir {mémoire}
fr_12929	terminale	terminal {aéroport} / terminal (final)
fr_12930	Chili	Chili (pays)/chili (plat épicé) ~ <piquant; chili>
fr_12933	biens / bien	biens (objets) / bien (correctement)
fr_12935	voie	voie (direction) / voie (voie ferroviaire)
fr_12949	l'emporter	l'emporter (le prendre) / l'emporter (gagner)
fr_12971	bovine | divine	bovine / divine
fr_12974	bison fûté	rebondir (faire un bond) / rebondir (prendre un nouveau départ)
fr_12999	HéHé	Hélium (He){chimie}/Héhé (exclamation)
fr_13004	énergie	énergie (vitalité) / énergie {physique}
fr_13024	un nerf | abattu	"un nerf / un air | abattu (tué) /  abattu (triste) ~ ""avoir un air abattu"""
fr_13031	signe	"niveau (étage) / ""niveau de lecture"""
fr_13042	turbulents	turbulent / turbulence
fr_13068	clef	clef {musique} / clef {outil}
fr_13071	d'essence	d'essence / de sens
fr_13074	rit | rient	rire (se moquer) / rire (manifester sa gaieté)
fr_13093	batterie	batterie (pile) / batterie (série)
fr_13123	Campanile	Campanile (marque déposée) / campagne
fr_13128	l'oolongueur	oolong (le thé)/longueur (la durée)
fr_13137	accident	par accident (sans prévoir)/accident (collision)
fr_13161	abattus	abattus (dépités)/abattus (morts)
fr_13163	margarine	margarine/marge
fr_13164	fatiguée	fatiguer (épuiser) / fatiguer (lasser)
fr_13174	Jean caisse	Jean caisse / j'encaisse
fr_13176	vols en piqué	vols en piqué / piquer (voler)
fr_13180	mordu la poussière	"""mordre la poussière""/poussière"
fr_13182	déraillent	dérailler (quitter ses rails) / dérailler (divaguer)
fr_13194	four	four (poêle) / four (échec)
fr_13203	décoiffé	décoiffé / coiffe (indien)
fr_13222	fraîche	fraîche (argent) / fraîche (froide)
fr_13238	les dents d'une poule	"manger les pissenlits par la racine /  ""manger les pissenlits par la racine"" (mourir)"
fr_13266	croissance	croissance (expansion économique) / croissance (fleur grandissante)
fr_13268	développer	développer {photographie} / développer (croître)
fr_13273	devise	devise (parole) /  devise (monnaie)
fr_13279	mordus	mordu (mordre) / mordu (amateur)
fr_13282	foie	foie / froid
fr_13283	taillée	légume {aliment}/légume (malade ne pouvant bouger ni s'exprimer)
fr_13285	emboîtant	emboîter le pas (suivre) / boîte (conserve)
fr_13302	virevolte	virevolte / volt {électricité}
fr_13307	Elle vaut carrément le coup	"valoir le coup / ""valoir le coup"" (être bien)"
fr_13311	actiomes	actiome / action
fr_13320	pécheurs	pêcheur / pécheurs
fr_13321	chapeau	"chapeau {cowboy} / ""chapeau"" (félicitations)"
fr_13327	compagnie	compagnie (groupe d'individus) /compagnie (unité militaire)
fr_13338	exhala	exhaler (exprimer) / exhaler (agoniser)
fr_13341	septième ciel	septième ciel (couloir aérien) / septième ciel (grande joie)
fr_13360	prendre de la bouteille	"prendre de la bouteille /  ""prendre de la bouteille"" (vieillir)"
fr_13365	rhabillé pour l'hiver	"rhabiller pour l'hiver / ""rhabiller pour l'hiver"" (critiquer)"
fr_13374	sur papier	"sur le papier / ""sur le papier"" (en théorie)"
fr_13375	prendre	prendre (voler) / prendre (avaler)
fr_13377	eu le coeur	avoir le coeur à (avoir envie de) / coeur (anatomie
fr_13378	galère	galère (navire) / galère (peine)
fr_13380	laqué	laqué / laquais ~ <canard; laqué>
fr_13387	cymbaliser	cymbale + symboliser
fr_13399	moyenne	moyenne (indice) / moyenne (médiocre)
fr_13404	phase	phase (période) / phase {Lune}
fr_13410	brillamment	sari + sérieusement
fr_13417	chevaux	chevaux {voiture}/chevaux (animaux)
fr_13455	problèmes	problèmes (difficultés) / problèmes {mathématiques}
fr_13462	lâcher prise	"""lâcher prise"" (se détendre) / prise {lutte}"
fr_13471	sédimentale	sédimentaire + sentimental
fr_13478	survoltés	survolté (énergique) / volt {électricité)
fr_13479	coin-coins	l'angle du coin d'une pièce / coin-coin
fr_13484	réagir	réaction (chimie) / réaction (réponse)
fr_13499	jaillissant	pâtes très frais / pas très frais
fr_13506	espace	espace (volume) / espace (univers)
fr_13514	clés	clés {voiture} / clés {maison]
fr_13524	suer	suer / faire suer (embêter)
fr_13526	perdre le fil	"""perdre le fil"" (ne plus suivre) / perdre le fil"
fr_13554	Barbe à ras	radieux / radiation
fr_13556	voler dans les plumes	"voler dans les plumes /  ""voler dans les plumes"" (attaquer)"
fr_13562	angle de vue	glace (dessert)/glace (eau gelée)
fr_13564	le sourire aux lièvres	le sourire aux lèvres / lièvre
fr_13566	enfermés	"enfermé (emprisonné) / ""enfermé dans ses convictions"""
fr_13567	obsolètement	obsolètement / absolument
fr_13575	blé noir	"payer au blé noir / ""payer au noir"" ~ <blé noir; boulanger>"
fr_13592	plaiesir	plaie + plaisir
fr_13600	bracelets	bracelet (bijoux) / bracelet (menottes)
fr_13601	bonifié	"la terre ferme /  ""la terre ferme"" (la réalité)"
fr_13613	veines	veine (chance) / veine (vaisseau sanguin)
fr_13628	il est dans le pétrin	"être dans le pétrin / ""être dans le pétrin"" (être dans une situation difficile)"
fr_13647	se piquent	se piquer (décider) / piqûre
fr_13658	boyaux	boyaux (intestins) / boyau (tunnel)
fr_13659	saisi	saisir (attraper) / saisir {droit}
fr_13665	patients	patient (persévérant) / patient (client)
fr_13667	facultés	facultés (capacités) / facultés (universités)
fr_13676	ils en connaissent tout un rayon	"""en connaître tout un rayon""/rayon (étagère)"
fr_13677	cœur d'un guerrier	bar / barre
fr_13685	fermeture	fermeture éclair (partie du pantalon) / fermeture
fr_13695	fait pschitt	"faire pschitt /  ""faire pschitt"" (décevoir les attentes)"
fr_13711	avoir la lumière à tous les étages	"avoir la lumière à tous les étages / ""avoir la lumière à tous les étages"" (être intelligent)"
fr_13725	gnou	gnou / genoux
fr_13734	alaitchante	alaitchante / alléchante
fr_13776	dans le jus	être dans le jus (être à la mode)/jus (courant électrique)
fr_13795	scotché	scotché (fixé) / scotché (étonné)
fr_13804	bovine | divine	bovine / divine
fr_13807	espace	espace (volume) / espace (univers)
fr_13868	intestinctif	intestinctif / intestin + instinctif
fr_13871	découvrir	découvrir (dénuder) / découvrir (trouver)
fr_13877	cantonade	"""à la cantonade"" / Canton"
fr_13879	bombe	bombe (explosif) / bombe (belle femme)
fr_13884	n'avaient pas froid aux yeux | glaça le sang | suèrent sang et eau	"ne pas avoir froid aux yeux / ""ne pas avoir froid aux yeux"" (être audacieux)  | glaçer le sang / ""glaçer le sang"" (faire peur) | suer sang et eau / ""suer sang et eau"" (faire beaucoup d'efforts)"
fr_13886	travail d'orfèvre	"travail d'orfèvre /  ""travail d'orfèvre"" (travail précis)"
fr_13897	espace | contrôle | casse	espace / espace (touche de clavier) | contrôle / contrôle (touche de clavier) | casse (bris) / casse {imprimerie} ~ <espace; contrôle; casse>
fr_13899	pleins dorure	pleins d'horreur + dorure
fr_13904	te bidonner	bidonner / bidon ~ se bidonner (rire)
fr_13917	nœud-nœuds	nœud-nœud (idiot)/nœud
fr_13931	décharge	mesures (dimensions) /  mesures (solutions)
fr_13938	obtus	obtus (angle)/obtus (entêté)
fr_13944	mouton	mouton (suiveur)/mouton (animal)
fr_13945	bête rave	bête rave/betterave
fr_13946	négative	négatif (air grave) / négatif (le négatif d'une photo)
fr_13973	fenêtre	fenêtre (chassis vitré) / fenêtre (moment propice)
fr_13998	perdent juste la boule	perdre la boule (devenir fou)/boule de crystal
fr_14003	décompresser	décompresser (se détendre)/décompresser (relâcher la pression du gaz) / <gaz; pression>
fr_14007	chargée	chargé (être donné pour mission) / chargé (electromagnétisme)
fr_14021	Import / export / port	import / export / your port
fr_14028	s'est enflammé	s'enflammer (s'animer d'une vive passion)/s'enflammer (prendre feu)
fr_14029	festin	festin / destin
fr_14037	fou | foule	fou / foule
fr_14054	flétan	flétan / fait tant
fr_14055	racket	racket / raquette
fr_14062	bovine | divine	bovine / divine
fr_14069	compulsais | lisais	s'accrocher (se tenir) / s'accrocher (ne pas céder)
fr_14074	les crocs	"avoir les crocs /  ""avoir les crocs"" (avoir faim)"
fr_14110	compter	"compter (dénombrer) /  compter (faire confiance) ~ ""compter sur ses amis"" (faire confiance)"
fr_14114	s'ameusent	s'amusent + meuh
fr_14118	une ère	une ère / une oreille
fr_14145	fausses	faux (artificiel) / faux (mensonger)
fr_14159	Bourg-Flocon	bourg + flocon
fr_14167	veine	veine (chance) / veine (filon)
fr_14169	tombes à pic	"""tomber à pic"" (arriver au bon moment)/pic à glace"
fr_14172	Khavu | Qu'a fait	Khavu/Qu'a fait
fr_14191	le vent en poupe	"avoir le vent en poupe /  ""avoir le vent en poupe"" (avoir du succès)"
fr_14194	barre	barre {tribunal} / barre {pole dance}
fr_14200	garder son opinion	garder (conserver et protéger) / garder (se retenir de sortir)
fr_14206	précipitation	chargé (confier une tâche) / chargé (charger électrostatiquement)
fr_14209	fête	fête / faite
fr_14248	barre	barre {tribunal} / barre {bateau}
fr_14276	faire un carton | faire des caisses	"faire un carton /  ""faire un carton"" (avoir du succès) | en faire des caisses / ""en faire des caisses"" ~ <carton; valise; caisse>"
fr_14280	Rich	Rich (prénom) / riche (fortuné)
fr_14281	hérissé	hérissé (hirsute) / hérissé (énervé)
fr_14284	l'amour dans l'Eire	"Eire/""amour dans l'air"""
fr_14287	m'appeler	appeler (nommer) / appeler (contacter)
fr_14294	alarmants	alarme (signal) / alarme (angoisse)
fr_14295	action	action (acte) / action (part du capital)
fr_14306	vitreux	vitreux / vitre
fr_14309	tuyauté	tuyau (canalisation) / tuyau (information)
fr_14316	tomber	tomber / tombe
fr_14323	légende / Grèce	<légende; grèce>
fr_14324	faire montre	faire montre (se pavaner) / montre (accessoire)
fr_14325	le tour de la question	"faire le tour de la terre/ ""faire le tour de la question"""
fr_14328	racine	racine {végétal} / racine (origine)
fr_14329	infraction	infraction / fraction (mathématiques)
fr_14336	rationnellement	rationnellement / ratio {mathématiques}
fr_14340	caméraméla cachée	caméra cachée + caramel
fr_14341	bar à eau	bar à eau / barreau
fr_14345	soufflé	soufflé / souffle
fr_14371	servir	servir {tennis} / servir (présenter le plat) 
fr_14373	ma première fois | monter au ciel |tomber des nues	"""Ma première fois"" (première expérience sexuelle)/première fois (première expérience) | ""monter au ciel"" (ascension)/""monter au ciel"" (plaisir sexuel) | ""tomber des nues"" (être déçu)/{nudité}"
fr_14382	atomes crochus	"atomes crochus / ""atomes crochus"" (attirance)"
fr_14395	cavité	cavité (cavité dentaire) / cavité (orifice génital)
fr_14398	tapas ou ça casse	"""ça passe ou ça casse"" + tapas"
fr_14403	attrayants	attirer {aimant} / attirer (séduire)
fr_14425	marques	marques (traits au crayon) / marques (marquer sa présence auprès de ses pairs)
fr_14426	niveaux	niveau (étage) / niveau (point)
fr_14438	pièces	pièce (oeuvre musicale)/pièce (monnaie)
fr_14441	elle s'est éclatée	s'éclater (s'amuser) / éclater
fr_14454	impriment leur marque	"imprimer sa marque / ""imprimer sa marque"" (influencer) "
fr_14463	crins	"crins / cheveux ~ ""se faire des cheveux"" (s'inquiéter)"
fr_14464	Dieu étaient morts	Dieu étaient morts / Dieu est mort (Livre de Friedrich Nietzsche) | que Dieu / que deux
fr_14469	disjoncter	disjoncter (couper le courant) /  disjoncter (devenir fou)
fr_14482	pris	prendre (s'emparer de) / prendre (subir)
fr_14496	faire comme chez moi	"""faire comme chez soi"" (s'installer)/faire comme chez soi (sens littéral)"
fr_14503	facultés	faculté (université) / faculté (capacité)
fr_14515	sheik	sheik / chèque
fr_14539	moulante | marrée | j'en avais crutassez | homarre | bulot | blaméduse	moulant / moule | marée / faire marrer | en avoir plus qu'assez + crustacé  | en avoir marre + homard | bulot / boulot | blâmer + méduse
fr_14540	mine	"mine (bout d'un crayon)/""avoir bonne mine"" (bonne apparence)"
fr_14549	juré et bourré	"""juré craché"" + bourré"
fr_14553	Ribs	ribs (viande avec une grande part d'os) / ribs (nourriture)
fr_14555	pétrin	"être dans le pétrin / ""être dans le pétrin"" (avoir des ennuis)"
fr_14558	l'Etat	État {pays) / état (situation)
fr_14562	prendre	prendre (voler) / prendre (utiliser)
fr_14584	croissant	croissant (viennoiserie) / croissant (croître)
fr_14586	envoyé en cale sèche	"""entrer à cale sèche"" (être mis à sec pour être réparé ou entretenu, parfois dans un lavoir) / cale (partie du bateau)"
fr_14587	Étoiles	étoiles (astres) / étoiles (stars, célébrités)
fr_14603	s'était teint	s'était teint / s'est éteint
fr_14605	réaction	réaction (réaction chimique) / réaction (faire réagir quelqu'un)
fr_14606	fouetter	fouetter (frapper) / fouetter (motiver)
fr_14628	en connaissait un rayon | un pneu	"""en connaître un rayon"" / rayon | un pneu / un peu ~ <cycliste; chaîne; vélo; rayon; pneu>"
fr_14644	déracinés	déraciné {végétal} / déraciné (exilé)
fr_14655	vaseux	vaseux (douteux) / vase (boue)
fr_14660	ampère	ampère / empire (s'aggrave)
fr_14669	féodale	féodale/futile
fr_14691	air entendu	"entendu (compris) / ""air entendu"" (connivence)"
fr_14692	hâche	hache + âge
fr_14716	crevé le plafond	"crever le plafond / ""crever le plafond"" (dépasser les espérances)"
fr_14725	poulet | laid	poulet /laid
fr_14733	mille-pattes	mille-pattes (insecte)/ mille pattes (nombre de pattes)
fr_14736	plan thé	plan cul + thé
fr_14737	Bill	Bill / bile
fr_14739	assommé	César (prénom) / César (récompense)
fr_14758	monteur	monteur / tueur
fr_14763	pressés	presser (précipiter) / presser (repasser)
fr_14769	secrètement	secret + sécréter
fr_14771	accomodants	prendre la mouche (se vexer) / mouche {escrime}
fr_14775	grelottent	grelotter / grelot
fr_14776	bacon	bacon/Francis bacon
fr_14786	psyché	psyché/psycho 
fr_14789	remorquer	remorquer / remarquer
fr_14791	mis le feu	"""mettre le feu"" / mettre le feu"
fr_14815	cabinet	cabinet (clinique) / cabinet (toilette)
fr_14823	acide	acide (acidulé) / acide (méchant)
fr_14832	vide-grenier	vide-grenier (sorte de marché de particuliers où on vend ce qui ne nous sert plus) / vide grenier (parce qu'on va démolir la maison, pré-déménagement)
fr_14849	elle déchire	"déchiré / ""déchirer"" (être bien)"
fr_14856	têtard	têtard / très tard
fr_14861	dard-dard	dard (aiguillon) / dare-dare (aussitôt)
fr_14870	"l'""O"""	le O / l'eau
fr_14871	ses derniers retranchements	"""les derniers retranchements"" (le bout) / tranchée (fossé)"
fr_14876	étincelle	étincelle (désir de vivre) / étincelle (début d'un feu)
fr_14879	mentar	"mentar/menteur

"
fr_14881	incertaine	incertaine / incertitude (principe d'incertitude d'Heisenberg)
fr_14884	brailla	brailler (crier) / braille (alphabet)
fr_14888	balayés	balayé (dissipé) / balayé (brossé)
fr_14895	feuillage	feuillage / Coleridge (Samuel Taylor Coleridge)
fr_14903	problèmes	problèmes {mathématiques}/problèmes (difficultés)
fr_14904	niveaux	niveau (étage) / niveau (point)
fr_14911	bleu	bleu (couleur)/bleu (débutant)
fr_14921	mine	mine (explosif) / mine (apparence)
fr_14959	Emille-pattes Zola	mille-pattes + Émile Zola
fr_14971	tenir	tenir (soutenir)/tenir sa langue (se taire)
fr_14984	balayé	balayer (brosser) / balayer (supprimer)
fr_14992	charge	charge (souci) / charge (masse)
fr_14993	possessif	possessif {psychologie} / possessif {grammaire}
fr_14995	d'hair	d'hair / d'air
fr_15011	à la lettre	"à la lettre /  ""à la lettre"" (précisément)"
fr_15043	sphincter	sphincter / Richter
fr_15045	déraille	dérailler (quitter ses rails) / dérailler (divaguer)
fr_15046	mon œil	"mon œil /  ""mon œil"" (je ne te crois pas)"
fr_15048	soda | caustique	soda / soude | caustique (corrosif) / caustique (cinglant)
fr_15050	Marine	Marine (prénom) / marine {mer}
fr_15076	jaquette | manchettes	jaquette (veste) / jaquette (couverture  d'un livre) | manchette (manche courte) / manchette (titre de journal)
fr_15085	brelan	brelan / tout branlant
fr_15089	très mière	Rose très mière / Rose trémière
fr_15095	tiré par les cheveux	"tiré par les cheveux /  ""tiré par les cheveux"" (exagéré)"
fr_15112	Cléa Tube	Cléa Tube / clé à tube
fr_15117	tortueuse	tortueux (tordu) / tortueux (détourné) <entortillé; tortueux>
fr_15118	Dieux	droit dans les Dieux / droit dans les yeux
